text,label_words,label_numbers
매운 거 먹으면 코 킁킁 거리는 거 다들 이런 건 줄 알았는데 비염인들만 그런거라며? 몰랐음,IMMORAL_NONE,[0]
뒤에 쇠질하는 흑형 팔뚝 개무섭네 가서 깝쳤다간 요단강 바로 건널 듯,IMMORAL_NONE,[0]
다섯살 애처럼 땡깡부리면 기분이 좀 나아지나.,IMMORAL_NONE,[0]
다들 왜 이렇게 연예인 생긴 거에 관심이 많대 미디어에 노출되는 대상이라고 너무 평가의 잣대에 놓인 것 같아서 마음이 좀 안좋음,IMMORAL_NONE,[0]
술 맛을 모르면 어른이 아니지.,IMMORAL_NONE,[0]
눈가 주름 잡힌 것이 방송에서 보던것과는 무지 다르네 나이 먹으니 별수 없구나.,IMMORAL_NONE,[0]
한국사람은 김치 너무 좋아하더라,IMMORAL_NONE,[0]
중국인들은 너무 자기네가 세상의 중심이라 생각해서 좀 짜증이 나요. 중국인들과 얘기할 자리가 생기면 일단 피합니다.,IMMORAL_NONE,[0]
오늘 저녁은 짜파구리다,IMMORAL_NONE,[0]
요즘 젊은이들은 우리세대랑 너무 달라,IMMORAL_NONE,[0]
헐 샤워하다 물 들어가서 귀가 안들려,IMMORAL_NONE,[0]
강호동 사투리사용하는거 너무 불편해,IMMORAL_NONE,[0]
막내니까 술자리에 제일 늦게까지 있어,IMMORAL_NONE,[0]
솔직히 우리나라 놀러오는 외국인들 다들 꺼려하긴 하잖아.,IMMORAL_NONE,[0]
일 해내는 거 보면 인서울 대학 나온 사람이 지방대학 나온 사람보다 잘하는것 같애,IMMORAL_NONE,[0]
탕수육은 찍어 먹어야지 누가 소스를 뿌려 먹니? 먹을 줄 모르는구나.,IMMORAL_NONE,[0]
너 예전에 비염으로 고생하던거 괜찬아졋냐??,IMMORAL_NONE,[0]
인간은 피부색에 따라 차별 대우 받지 않아야 한다.,IMMORAL_NONE,[0]
운동하느라 배고프니까 더 먹어,IMMORAL_NONE,[0]
오늘따라 머리가 안돌아 가는 것 같다,IMMORAL_NONE,[0]
백인들은 머리가 작아서 비율이 좋아,IMMORAL_NONE,[0]
여기는 초딩이 노는 곳이 아니예요,IMMORAL_NONE,[0]
"남자나 여자나 어느 정도는 관리해야된다고 봄. 관리하니까 확실히 보기 좋은듯._x000D_
관리 잘하고 사니까 나이도 모르겠네, 확실히 보기 좋다~ ",IMMORAL_NONE,[0]
야 살찐건 그냥 빼면 돼.,IMMORAL_NONE,[0]
다산신도시는 왜 저러지 진짜..,IMMORAL_NONE,[0]
오늘 머리가 아파서 병원에 다녀왔어,IMMORAL_NONE,[0]
"일본인은 일본인만의 특성이 있고, 유럽인은 유럽인의 특성이 있듯이 모든 인종과 문화은 존중되어야 한다고 생각해요.",IMMORAL_NONE,[0]
오늘 엄마가 된장찌개 끓여줬는데 맛이 없어서 놀랐다니까. 엄마는 무슨요리든 잘한다고 생각했는데 그건 착각이었어.,IMMORAL_NONE,[0]
일을 이렇게 하면 어떻게 해. 네가 대학교를 안다녀서 모르나본데 그래도 경력이 이정도면 어느정도는 일처리를 할줄 알아야지,IMMORAL_NONE,[0]
파인애플피자라고 다 싫어하는건 아님. 의외로 파인애플 불에 구우면 오히려 단맛이 더 세져서 맛있어짐. 물론 취향차이겠지,IMMORAL_NONE,[0]
그냥 조금 실수한 거 가지고 장애인이냐고 놀리는 것은 잘못된 거 아닌가? 난 그렇게 생각하는데 요즘 그런 말들이 많아서..,IMMORAL_NONE,[0]
"여자가 화장하는건 사회적인 예의아닌가요?_x000D_
나 편하자고 맨얼굴로 출근하고 학교가고 하는건 아닌것 같네요._x000D_
장소에 맞게 옷을 갖춰입듯 화장도 그런건라 생각드네요.",IMMORAL_NONE,[0]
전라도 지방 음식은 맛있기로 소문이 자자하다. 그래서 전라도 사람이 하는 음식점은 어디를 가나 맛있게 먹을 수 있다.,IMMORAL_NONE,[0]
미국인들은 국력이 바탕이 되어서 그런지 몰라도 매사 자신감 넘치고 항상 활기차 보여서 너무 멋진것 같습니다.,IMMORAL_NONE,[0]
남자로 태어났지만 여자가 되고 싶은 사람들도 있을 수 있다고 생각해. 태어날 때 자신의 성별을 선택해서 태어날 수 있는건 아니잖아.,IMMORAL_NONE,[0]
식사할때는 바른자세로 골고루 먹어야지 고개를 숙이고  한가지 반찬만 먹으면 안돼요,IMMORAL_NONE,[0]
"과거 아름답다는 것을 표현할 때는 건강하다는 것을 의미했었다. 반듯한 얼굴과 건장한 몸매는 그 사람의 건강 상태를 나타내는데 무엇보다 중요한 지표가 되었다. 그러나, 인간은 다른 이와 비교하며 능력의 우열을 가리기 시작하며 외모 또한 그 기준으로 자리 잡기 시작했다. 경쟁이 더욱 심화된 현대사회에서는 변별력을 갖기 어려운 스펙 대신에 좀 더 분명하고 알기 쉬운 차별의 요소로 외모를 보기 시작했다. 평균 남성 만큼의 키와 몸무게를 가진 여성에게는 두꺼운 기둥과 같다 등의 외모 차별 발언이 일상이다.",IMMORAL_NONE,[0]
"채식주의 하면 몸 상합니다._x000D_
골고루 건강하게 먹어야지 한가지 재료만 섭취하면 _x000D_
몸의 균형이 깨지게 됩니다._x000D_
",IMMORAL_NONE,[0]
아시안인은 서양사람들보단 몸이 작아,IMMORAL_NONE,[0]
나도 이슬람 친구 있었는데 이슬람 = 테러리스트로 생각하는 거 너무 위험함 외국인들이 한중일 똑같이 보는 거랑 같은거임,IMMORAL_NONE,[0]
나 좀 결정장애 있는 듯 오늘도 카페가서 뭐 마실 지 한참 고민함 . .,IMMORAL_NONE,[0]
김태희랑 사귀어도 전원주랑 바람 피우는 것이 남자다,IMMORAL_NONE,[0]
개인적인 경험으로는 인도인들이랑은 같이 일하기 정말 힘들었어요. 시간이고 규칙이고 다 무시하고 정말 이기적으로 굴어요.,IMMORAL_NONE,[0]
노인분들께 그런말을 하다니...,IMMORAL_NONE,[0]
남자가 인사하면 신사임당,IMMORAL_NONE,[0]
남자분들에게도 잘 어울리는 귀걸이.,IMMORAL_NONE,[0]
저는 외국인은 별로 만나보지 못해서 그런지 우리랑 많이 다른지 잘 모르겠어요.,IMMORAL_NONE,[0]
연령이 높고 낮음에 차별이 많은데 크리에이터 박막례 할머니를 보면 노인들이 접 할 수 있는 경험이 적어보임,IMMORAL_NONE,[0]
아니 장애우말고 장애인이라고 부르는 게 맞음. 여전히 장애우라고 부르는 사람들이 있길래 어이없어서 써봄 에휴,IMMORAL_NONE,[0]
"내가 사장이라도 전문대 보다는 4년제 대학나온 신입 뽑겠네요._x000D_
아무래도 학교에서 배운 과정도 다를테고 일머리도 솔직히 좀더 좋을것 같지않나요?",IMMORAL_NONE,[0]
저는 솔직히 같은 성별에 끌리지는 않습니다.일반상식에 기반해서 살아왔거든요.,IMMORAL_NONE,[0]
나는 너가 이렇게 짧은 치마 입었을 때가 좋더라. 다리가 예뻐서 이렇게 입으면 라인이 확 살고 사람이 달라보인다니까?,IMMORAL_NONE,[0]
경상도 사람들이 무뚝뚝하다고 하는데 내 친구는 전혀 그렇지 않고 상냥하고 엄청 친철하던데. 경상도 사람에 대한 편견이었나봐요,IMMORAL_NONE,[0]
60세 할머니는 항상 나한테 이런말을해 인사좀 똑바로 하라고 나도 내 나름다로 인사를 한다고 하는데 성에 안차나바,IMMORAL_NONE,[0]
흑인들은 다 피부가 좋고 근육질이더라,IMMORAL_NONE,[0]
헐 목소리 나오기전에는 진짜 여자인줄 알았는데 형이었네 끝까지 말 안하는 이유가 있었네 말안했으면 진짜 끝까지 몰랐을듯,IMMORAL_NONE,[0]
의대 나온 사람이랑 간호대 나온 사람 대우가 다른 건 당연하지! 의사는 전문적인 수술을 하지만 간호사는 그 외의 처치등을 하지 간호사가 수술을 하지는 않자나!,IMMORAL_NONE,[0]
문송합니다..라고 보기에는 사회적 구조 문제이지 않나?,IMMORAL_NONE,[0]
벙어리는 장애인을 비하하는 의미가 들어 있으니까 벙어리 장갑 대신 손모아 장갑이라고 부르는 게 좋을 것 같아,IMMORAL_NONE,[0]
과장은 나이가 전부인마냥 큰소리를 친다,IMMORAL_NONE,[0]
"남자한테 한남, 여자한테 김치녀, 이런 말을 서로에게 해선 안됩니다. 혐오를 멈추세요.",IMMORAL_NONE,[0]
제대로 된 남자라면 좀더 자신있게 나서는게 어때요?,IMMORAL_NONE,[0]
공부 더했으니 더 받아야지,IMMORAL_NONE,[0]
비전공자에게 도움되는 컨텐츠 감사요,IMMORAL_NONE,[0]
어른들은 모든 음식을 잘먹길 원해,IMMORAL_NONE,[0]
난 장애인으로는 못 삼. 어떻게 삼?,IMMORAL_NONE,[0]
외모 종족을 따지지 않는 순정남,IMMORAL_NONE,[0]
"난 이런 글들 보면  뭔가 ""정말 그런가?"" 하고 생각하고나서 고민에 빠지는것같음. 옛날부터 그렇게 계속 고민하고 의심하면서 정답을 알아내라고 배워서 그런것 같아",IMMORAL_NONE,[0]
너는 웨이브한 머리가 정말로 이뻐!,IMMORAL_NONE,[0]
사고로 하반신마비가 되겠네요,IMMORAL_NONE,[0]
탄산음료는 비만되기 딱 좋은 음료,IMMORAL_NONE,[0]
지난번 만났을때보다 통통해진거 같아,IMMORAL_NONE,[0]
지하철에서 남자들 쩍벌남 보는거 진짜 싫어,IMMORAL_NONE,[0]
요즘에는 여자 남자 일이 따로 있는게 아니니까.,IMMORAL_NONE,[0]
인천 이음카드 10% 캐쉬백이었는데 20%로 상향됐대요. 서울은 최대 10%라고 하던데 인천 최고인 것 같아,IMMORAL_NONE,[0]
아니 고기 안먹고 산다고 행복하나?,IMMORAL_NONE,[0]
공돌이면 이정도 코딩은 껌이겠다,IMMORAL_NONE,[0]
"고기를 먹다니 참... 원시시대나 가능한 일 아니에요? 
동물도 사람 못지 않은 권리가 있다구요. 
사람 생명을 존중한다면 동물의 생명도 존중해야 하는 겁니다. 
비건이야말로 진화된 인간이라는 증거라구요. ",IMMORAL_NONE,[0]
게이들이 다같이 모여서 하는 퍼레이드 아님?,IMMORAL_NONE,[0]
매일 브로콜리 먹는다고 더 오래 사는거 아니잖아?,IMMORAL_NONE,[0]
술안먹으면 무슨 낙으로사냐,IMMORAL_NONE,[0]
술이 없으면 못사니?,IMMORAL_NONE,[0]
아 비건이라고? 대단한 환경보호가 납셨네ㅋㅋㅋ,IMMORAL_NONE,[0]
웃으시는 모습이 너무 예뻐서 저도 같이 웃게 되네요.,IMMORAL_NONE,[0]
흑인중에서는 채드윅이 연기 제일 잘하지않냐.,IMMORAL_NONE,[0]
컴퓨터 공학과를 나온 사람들은 컴퓨터에 대해 잘 아나?,IMMORAL_NONE,[0]
채식주의자들이 고기를 안먹는 건 오히려 건강에 해롭지 않을까?,IMMORAL_NONE,[0]
이렇게 쉬운것도 암기가 안되는거보니까 난 머리가 나쁜거같아,IMMORAL_NONE,[0]
요새 날씨 이상해서 옷 어떻게입을지 모르겠어 재,IMMORAL_NONE,[0]
회 그거 초장 맛으로 먹는 거 아님?,IMMORAL_NONE,[0]
하루에 사과 고구마만 먹고 어떻게 살지 .. 나는 못할듯,IMMORAL_NONE,[0]
피부색 달라도 다 같은 사람이지  동양인 여성 남성의 유전자 차이가 동양인 여성과 서양 여성의 유전자 차이보다 크다함 유전적으로 같은 성별이면 인종 차이는 크지 않음,IMMORAL_NONE,[0]
팬데믹 이후로 나만 찐 게 아니라 다들 평균 오키로씩 쩠다더라 덜덜,IMMORAL_NONE,[0]
아니 새파랗게 어린 학생들이 왜 여기서 알바하고 있어? 빨리 그만둬 여긴 너희같은 애기들이 오래 있을 곳이 못돼,IMMORAL_NONE,[0]
아빠들은 애들 앞에선 좀 빠져줘요 맨날 교육이라고 딴소리만 하잖아요,IMMORAL_NONE,[0]
어린데 뭘 알겠어,IMMORAL_NONE,[0]
어린데 뭘 알겠어.,IMMORAL_NONE,[0]
여자라면 예쁜 치마라도 좀 입고 그래라 뭘 숨길라고 맨날 바지냐.,IMMORAL_NONE,[0]
완전 생긴대로 노네,IMMORAL_NONE,[0]
경찰이나 소방 공무원 채용때 여자 비율 늘려야 함,IMMORAL_NONE,[0]
왜 고기를 드세요. 고기 그만 드세요. 채식하세요,IMMORAL_NONE,[0]
울산에 지하철없으면 울산사람들은 뭐 타고 다녀요?,IMMORAL_NONE,[0]
원래 충청도 사람들은 느리잖아. 그~랬~지~유~~~~~,IMMORAL_NONE,[0]
이 정도는 잘생겨야 칭찬 받징,IMMORAL_NONE,[0]
이곳에 미쳐 날뛰는 애들 많은데 너도 한끗 보태는거야.,IMMORAL_NONE,[0]
저 나이에 결혼도 못하고 불쌍하다.,IMMORAL_NONE,[0]
"저 집은 식재료를 유기농만 산다고 하더라. 과자, 라면도. 너무 유별나지 않아?",IMMORAL_NONE,[0]
요즘 노래가 이게 노래냐 뭐라는지 하나도 모르겠네.,IMMORAL_NONE,[0]
너 나이 좀 어린가봐 아직 몰라서 그런가.. 나중에 경험하게 되면 다 알게 됨 ㅇㅇ,IMMORAL_NONE,[0]
법대 나와서 고루한 면이 있는것같아,IMMORAL_NONE,[0]
흑인이 그 옷 모델을 하는 건 별로야 옷 색감을 완전 죽였어.,IMMORAL_NONE,[0]
와 한국인 중에 제일 미국인 닮음 진짜 내가 보는 유튜버중에 제일웃김,IMMORAL_NONE,[0]
쪽바리나 조센징이나 다 예전에나 글치 요새들어 누가그런말하냨ㅋㅋ,IMMORAL_NONE,[0]
"사회에서 나이, 신분은 중요하지 않고 오직 자신의 행동으로 평가를 받는다.",IMMORAL_NONE,[0]
의외로 유럽지역에 흑인들도 꽤 많이 거주하고 있던데? 특히 내가 영국 갔을때 런던에도 흑인 거주지가 꽤 많아서 신기했어.,IMMORAL_NONE,[0]
미국보다 작은 나라에서 지역색은..,IMMORAL_NONE,[0]
외모 순으로 시집가는 것도 아니잖아.,IMMORAL_NONE,[0]
피부색이 다르다고 차별해선 안된다.,IMMORAL_NONE,[0]
당신은 이쁜걸 좋아하고 꾸미는걸 좋아하고 치마를 입고 싶은걸 보니 여자로 태어났어야하는데 남자로 잘못 태어났네요,IMMORAL_NONE,[0]
"분란글/ 성적 지향, 성 정체성, 성별 표현을 농담의 소재나 비하의 표현으로 사용하는 것",IMMORAL_NONE,[0]
아무래도 아이를 돌보거나 그 밖의 집안일에 관해서는 남성들보다는 여성들이 좀 더 신경 써야 하는 것이 당연하다고 생각합니다.,IMMORAL_NONE,[0]
이건 솔직히 한국보다 중국이 낫다. 발전해라.,IMMORAL_NONE,[0]
술이랑 담배를 할 줄 알아야 사회생활을 잘하는거야. 너도 해봐,IMMORAL_NONE,[0]
대학교 입학 하셨나요?,IMMORAL_NONE,[0]
어르신들 대중교통 이용할 때 너무 밀지 마시고 세치기 자제좀 부탁드림요 빨리 내리려고 미실 때 진심 아파요,IMMORAL_NONE,[0]
혜은이는 좋던 시절 다 가고 풍채가 우짜다 저리됐노 슬프다.,IMMORAL_NONE,[0]
사내에서 직급 높으신 분들이 신규들에게 일감 몰아주는 일이 없으면 좋겠습니다.,IMMORAL_NONE,[0]
여기가 우리나라인지 중국인지 모를때가 가끔 있음 ..ㅜㅜ,IMMORAL_NONE,[0]
"이제 우리나라도 남성은 경제적 역할, 여성은 집안 살림을 해야 한다는 고정관념에서 벗어나야 할 것 같아.",IMMORAL_NONE,[0]
"일반적으로 40대 이상 직장 상사분들이 하는얘기가 틀린말은 없는데 지금 우리 젊은 세대들이랑 차이가 있어서 그렇지._x000D_
그게 다 틀린말은 아니잖아. 선배들의 얘기가 통하는 시절이 있었을 뿐이고 지금 우리들한테는 그게 안맞아서 그런거지 글구 경력이 쌓이면 좀 달라지긴 하더라. 일에대한 지시가 내려와도 연차 좀 쌓이고 경력좀 있으면 자질구레한 그런 일들은 잘 안하게 되잖아. 그게 신입보다는 좋은거라고 생각함",IMMORAL_NONE,[0]
이번 황사의 주 요인은 몽골이라는 중국 언론의 보도는 신뢰가 가지 않는다. 원인을 다른 곳에서 찾으려 하기보다 주 요인을 파악하고 해결하려는 모습을 보이는 것이 최우선이다.,IMMORAL_NONE,[0]
이런 나쁜 짓 하는 사람은 어느 나라에나 있는 것 같아요. 나라마다 처벌의 정도는 다르지만 아동을 상대로 한 성범죄는 특별히 무겁게 다뤄져야 한다고 생각합니다.,IMMORAL_NONE,[0]
게이라고 해서 인권이 없는건 아니다.,IMMORAL_NONE,[0]
남자아이들은 전쟁놀이를 좋아해서 장난감 무기들이 집에 많아요,IMMORAL_NONE,[0]
"""어린이를 욕하지 마세요._x000D_
당신이 걸어온 길입니다._x000D_
노인을 욕하지 마세요._x000D_
당신이 걸어갈 길입니다._x000D_
하지만 몰상식하고 배려없이 행동한다면_x000D_
당신은 욕을 들을 자격이 있습니다.""",IMMORAL_NONE,[0]
흑인과 우리는 생각의 차이가 확실한 것 같군. 하지만 뭐.. 틀린게 아니고 다른것일 뿐이니깐 서로 이해해보자구여,IMMORAL_NONE,[0]
"서울과 경기도를 제외한 지방 지역에서는 모든 사람들이 흔히 말하는 비표준어 형태의 사투리를 사용한다고 생각하기 쉽지만,실제로는 지역에 오래 사신 분들을 제외한 사람들은 대부분 표준어를 사용해.",IMMORAL_NONE,[0]
아침마다 사과를 먹으면 의사를 멀리한다는 말도 있어요. 사과를 깎는 것이 번거롭긴 하지만 시간을 내서 한 번 먹어보면 기분도 상쾌하고 자신을 챙기는 것 같은 기분이 들어요.,IMMORAL_NONE,[0]
확실히 머리 노란 외국인들보단 까만 아시아 인들이 머리가 좋아. 그 중에서도 뭐니뭐니 한국인이 최고 아니겠어?,IMMORAL_NONE,[0]
남자들도 생리통 경험 해봤으면 좋게따 여자 심정 이백프로 이해 각인데 ! 여자친구 생리 할 때 알아서 가만히 있어주길..,IMMORAL_NONE,[0]
요즘은 글로벌 시대라서 그런지 다양한 인종들이 모두 가족처럼 연결되어 있는 것 같은 느낌이 들어 좋은 것 같아요,IMMORAL_NONE,[0]
서울 사람은 다 얼굴도 하얗고 잘생기고 이쁩니다,IMMORAL_NONE,[0]
저 장애인 좀 도와줘야 하는거 아냐?,IMMORAL_NONE,[0]
그렇게 먹으니 살이 안 찌지. 이것저것 골고루 좀 먹어봐.,IMMORAL_NONE,[0]
인종은 특징을 분류한거일 뿐이다,IMMORAL_NONE,[0]
여성이 무거운 것을 들 때 도와달라고 하는 것은 여성 특권이 아닌 성별에 따른 차이를 인정하는 관점을 가지고 남성으로서 마땅히 도와줘야 합니다,IMMORAL_NONE,[0]
아 오늘 회사에서 다 대학교 이야기하는데 동기는 대학을 안 가서 대화에 참여 못하더라고. 미안했어.,IMMORAL_NONE,[0]
아~ 포항에는 지하철 안 생기나? 서울처럼 지하철 있으면 편할텐데. 오늘도 버스타고 돌아다니려니 너무 힘드네 진짜.,IMMORAL_NONE,[0]
휠체어만타면 뭐 전부 다 장애인이냐?,IMMORAL_NONE,[0]
무조건 짜게 먹는건 몸에 좋지 않으니까. 싱겁게 먹어본느건 어떨까?,IMMORAL_NONE,[0]
oo오빠! 너무 잘생기셨어요! 다음에 또 만나요~,IMMORAL_NONE,[0]
서양인들의 백옥같은 피부를 볼때면 꼭 사해의 소금 사막이 생각 나는것 같아요 흑인들은 흑진주 같은 보들보들함,IMMORAL_NONE,[0]
뭐만 하면 쪽바리놈들이라고 욕하는 건 좀 아님. 사실여부를 가려야지,IMMORAL_NONE,[0]
난 10년째 만년 대리여도 행복하게 산다.,IMMORAL_NONE,[0]
의학계에서도 게이를 질병으로 보는 시선이 있지 않아?,IMMORAL_NONE,[0]
간호과 나온 사람들아 댓글 달아줘,IMMORAL_NONE,[0]
쌍수만 하면 더 예쁠 것 같은데,IMMORAL_NONE,[0]
건강하려면 무조건 잡곡만 먹어야 됨,IMMORAL_NONE,[0]
요즘에 누가 인종가지고 차별하냐?,IMMORAL_NONE,[0]
운영진은 나름 대기업 직원들이다,IMMORAL_NONE,[0]
성별로 차별하지 않으면 좋겠어요.,IMMORAL_NONE,[0]
경상도 사람들은 대체적으로 말할 때 억양이랑 톤이 강해서 경기도 출신 사람들은 말할 때 이해하기가 힘들더라고,IMMORAL_NONE,[0]
사람들이 타지생활 하면서 가장 먼저 떠올리는건 역시 어머니가 해주시던 따뜻한 밥과 된장찌개 아닐까? 역시 엄마가 해주는 음식만큼 좋은게 없지.,IMMORAL_NONE,[0]
oo는 화장하고 원피스 입으니까 너무 잘어울린다. 봄처녀가 따로 없네. 남자친구랑 손잡고 놀러 가면 되겠다.,IMMORAL_NONE,[0]
나이 많다고 해서 꼭 인터넷이나 핸드폰을 못하는건 아닙니다. 핸드폰 기능 하나 물어보려 삼성에 갔는데 너무 기초적인것부터 알려주더라구요,IMMORAL_NONE,[0]
"아이돌들은 외모가 이뻐야만 하나? 몸매가 좋고 외모가 특출나야만 아이돌을 할 수 있나? 최근에 나온 아이돌들은 성형에 의해 비슷비슷한 외모를 가지고 있는데, 이게 사회적인 문제라고 생각된다._x000D_
가령 OO은 코가 높고 눈이 매우 큰데 이게 과연 모두가 말하는 미인이라고 말할 수 있는가?",IMMORAL_NONE,[0]
동성 이성 친구들 다같이 놀러갔다옴,IMMORAL_NONE,[0]
인간적으로 사람이 앞에서 먹을땐 쩝쩝거리고 먹지 맙시다. 부장님 밥먹을때 쩝쩝거리시는거 너무 힘들어요 ㅠㅠ 뭐라고 할수도 없고ㅠㅠㅠ,IMMORAL_NONE,[0]
아메리카 흑인들은 아프리카에서 강제 이주를 당한 조상들의 후손입니다. 어쩌면 차별로 인한 피해의식이 내재되어있을 수도 있지요. 그렇다고 해서 그들을 피부색이 검다고 모두 피해의식을 갖고있다고 단정해서는 안됩니다. 하지만 차별받았던 흑인들이 아시아인들을 차별하는 것은 언어도단이라고 생각합니다. 흑인이 아시아인 보다 낮은 성적을 거두는 것은 다 아는 사실 아닌가요?,IMMORAL_NONE,[0]
대구에 막창 진짜 맛있는데 먹고싶당,IMMORAL_NONE,[0]
장애를 가진 사람에 대한 언어사용과 시선이 참 애매하면서도 어려워요 그쵸? 여러분은 어떻게 대처하시나요 이런상황,IMMORAL_NONE,[0]
서양인들은 대체적으로 키가 커,IMMORAL_NONE,[0]
일본은 역사왜곡을 하여 잘못된 역사를 아는 사람들이 많고 한국을 싫어하는 사람이 많지만 몇몇 사람들은 한국을 좋아하고 잘못된 역사왜곡을 고치려는 사람들이 있다.,IMMORAL_NONE,[0]
아무래도 관상은 과학 맞는거 같아 으,IMMORAL_NONE,[0]
귀머거리한테는 입 크게 벌려 말해,IMMORAL_NONE,[0]
쟤는 저렇게 가리는 게 많니?,IMMORAL_NONE,[0]
학벌이 중요하긴 하지만 그게 다는 아니라고 생각해요. 각자 가진 재능이 다르니까요. 학벌이 좋은 분들은 공부에 재능이 있고 열심히 한 분들이겠구나 생각이 들어요.,IMMORAL_NONE,[0]
모든 일본인이 다 그런건 아니에요,IMMORAL_NONE,[0]
미국인들은 햄버거가 소울 푸드인가봐. 외국에서도 햄버거는 꼭 먹더라.,IMMORAL_NONE,[0]
우리회사는 연차가 높으면 휴가를 먼저 선점할 수 있고 휴가도 길게 쓸 수 있어서 불만이 많아,IMMORAL_NONE,[0]
아무래도 4년제 대학 졸업자들이 더 많은거 아닌가한데...... 그런걸 보면 우리나라는 학비 지출이 큰 것같지?,IMMORAL_NONE,[0]
"생리통 진짜 힘든 것 같아요. 사람마다 아픈 정도가 다르긴 한데, 친구가 생리통 때문에 119타고 가는 거 봤는데 정말 힘들겠더라구요.",IMMORAL_NONE,[0]
그 나라의 국적과 인종이 달라도 다 똑같은 사람인데 우열을 가리는게 이해안감 국적차별하는 너희도 다른 곳 가면 차별당할텐데 굳이 서로 기분을 나쁘게 해야하는걸까?,IMMORAL_NONE,[0]
고딩 여자애들 중에 머리 완전 짧게 자르고 교복도 바지로만 입고 다니는 애들이 꼭 한두명씩 있는데 그런 애들은 뭐지,IMMORAL_NONE,[0]
호날두 얼굴 시커먼슨데 유럽인 맞음? 포루투칼 사람이 왜 백인으로 분류되는 거야? 얼굴만봐선 이해가 안됨. 누가 설명좀??,IMMORAL_NONE,[0]
남자들 보단 여자들이 몸이 대체적으로 약하고 힘이 없어서 무거운 것들을 드는 것을 하는 일은 안하는게 좋다고 생각해,IMMORAL_NONE,[0]
조선족들은 한국인이라고 하기에는 너무 중화사상에 물들어 있죠. 자기들끼리 커뮤니티를 이루고 사니까 가까이하고싶진 않아요.,IMMORAL_NONE,[0]
어린 아이들은 아직 정체성이 자리잡지 못 했기 때문에 어른들을 따르고 존경하며 어른들의 말을 듣는 것은 당연하다.,IMMORAL_NONE,[0]
"고졸들이 일 잘하는 경우도 있지만 그건 생산직 한정이구요, 결국 기업은 대졸자들을 더 좋아합니다.",IMMORAL_NONE,[0]
그래도 우리 동네엔 특수학교는 반대에요 ㅠㅠ,IMMORAL_NONE,[0]
사람마다 다르긴 하겠지만 적어도 4년제 대학은 나와야 일머리가 있음.,IMMORAL_NONE,[0]
