text,label_words,label_numbers,flag,is_flagged,changed_text
제주 방언은 알아듣기 힘들지만 고유문화유산으로써 보존해야할 가치가 있어.,IMMORAL_NONE,[0],False,False,제주 방언은 알아듣기 힘들지만 고유문화유산으로써 보존해야할 가치가 있어.
"생리통 진짜 힘든 것 같아요. 사람마다 아픈 정도가 다르긴 한데, 친구가 생리통 때문에 119타고 가는 거 봤는데 정말 힘들겠더라구요.",IMMORAL_NONE,[0],False,False,"생리통 진짜 힘든 것 같아요. 사람마다 아픈 정도가 다르긴 한데, 친구가 생리통 때문에 119타고 가는 거 봤는데 정말 힘들겠더라구요."
신입에게도 배울것은 많다.,IMMORAL_NONE,[0],False,False,신입에게도 배울것은 많다.
하.. 고졸이신데도 진짜 열심히 사시네요.. ㅠㅠ 저런분들 보면 저도 반성합니다.. 좋은 대학까지 나와서 이러고 있으니..,IMMORAL_NONE,[0],False,False,하.. 고졸이신데도 진짜 열심히 사시네요.. ㅠㅠ 저런분들 보면 저도 반성합니다.. 좋은 대학까지 나와서 이러고 있으니..
친구가 수학 경시대회에서 1등을 했어.,IMMORAL_NONE,[0],False,False,친구가 수학 경시대회에서 1등을 했어.
"백인의 체질이 확실이 더 튼튼한가봐요, 애 낳고 다음날 바로 다시 일 한대요.",IMMORAL_NONE,[0],False,True,각자의 체질과 회복 속도는 개인마다 다르다고 해요. 어떤 분들은 출산 후 빠르게 일상으로 복귀하기도 하더라고요.
저희과 남자애가 파스타를 그렇게 잘 만들더라고요.,IMMORAL_NONE,[0],False,False,저희과 남자애가 파스타를 그렇게 잘 만들더라고요.
고졸이건 대졸이건 초졸이건 중졸이건 각자가 하고 싶은 일 하면서 행복하게 살 수 있는 세상이 왔으면 좋겠네 에혀,IMMORAL_NONE,[0],False,False,고졸이건 대졸이건 초졸이건 중졸이건 각자가 하고 싶은 일 하면서 행복하게 살 수 있는 세상이 왔으면 좋겠네 에혀
인간은 피부색에 따라 차별 대우 받지 않아야 한다.,IMMORAL_NONE,[0],False,False,인간은 피부색에 따라 차별 대우 받지 않아야 한다.
젓가락질 잘해야만 밥 잘먹나요~ 그냥 먹으면 되죠,IMMORAL_NONE,[0],False,False,젓가락질 잘해야만 밥 잘먹나요~ 그냥 먹으면 되죠
중국인들이 우리나라 땅 다 사들이고 있대. 그래서 땅값이 오르는 거야.. 중국인들하고는 돈으로는 상대가 안된다..,IMMORAL_NONE,[0],False,True,일부 외국인들이 우리나라 땅을 구매하고 있다고 들었어요. 그래서 땅값이 오르는 것 같아요. 경제적으로 경쟁하기가 쉽지 않은 것 같습니다.
내 주변에 아픈사람있으면 너무 슬플것 같아,IMMORAL_NONE,[0],False,False,내 주변에 아픈사람있으면 너무 슬플것 같아
문과 졸업하면 나중에 취업은 할 수 있니?,IMMORAL_NONE,[0],False,False,문과 졸업하면 나중에 취업은 할 수 있니?
일본은 역사왜곡을 하여 잘못된 역사를 아는 사람들이 많고 한국을 싫어하는 사람이 많지만 몇몇 사람들은 한국을 좋아하고 잘못된 역사왜곡을 고치려는 사람들이 있다.,IMMORAL_NONE,[0],False,False,일본은 역사왜곡을 하여 잘못된 역사를 아는 사람들이 많고 한국을 싫어하는 사람이 많지만 몇몇 사람들은 한국을 좋아하고 잘못된 역사왜곡을 고치려는 사람들이 있다.
우리회사 여직원 뽑을때 얼굴 제일 먼저 보긴하는듯.,IMMORAL_NONE,[0],False,False,우리회사 여직원 뽑을때 얼굴 제일 먼저 보긴하는듯.
이런 나쁜 짓 하는 사람은 어느 나라에나 있는 것 같아요. 나라마다 처벌의 정도는 다르지만 아동을 상대로 한 성범죄는 특별히 무겁게 다뤄져야 한다고 생각합니다.,IMMORAL_NONE,[0],False,False,이런 나쁜 짓 하는 사람은 어느 나라에나 있는 것 같아요. 나라마다 처벌의 정도는 다르지만 아동을 상대로 한 성범죄는 특별히 무겁게 다뤄져야 한다고 생각합니다.
라떼파파 예전보다는 많아졌죠. 보기좋은 거 같아,IMMORAL_NONE,[0],False,False,라떼파파 예전보다는 많아졌죠. 보기좋은 거 같아
"아이돌들은 외모가 이뻐야만 하나? 몸매가 좋고 외모가 특출나야만 아이돌을 할 수 있나? 최근에 나온 아이돌들은 성형에 의해 비슷비슷한 외모를 가지고 있는데, 이게 사회적인 문제라고 생각된다._x000D_
가령 OO은 코가 높고 눈이 매우 큰데 이게 과연 모두가 말하는 미인이라고 말할 수 있는가?",IMMORAL_NONE,[0],False,False,"아이돌들은 외모가 이뻐야만 하나? 몸매가 좋고 외모가 특출나야만 아이돌을 할 수 있나? 최근에 나온 아이돌들은 성형에 의해 비슷비슷한 외모를 가지고 있는데, 이게 사회적인 문제라고 생각된다._x000D_
가령 OO은 코가 높고 눈이 매우 큰데 이게 과연 모두가 말하는 미인이라고 말할 수 있는가?"
저 어르신은 연륜이 있는 모습이 멋있으시네요.,IMMORAL_NONE,[0],False,False,저 어르신은 연륜이 있는 모습이 멋있으시네요.
요즘 게이가 되버린거같아.,IMMORAL_NONE,[0],False,False,요즘 게이가 되버린거같아.
다산신도시는 왜 저러지 진짜..,IMMORAL_NONE,[0],False,False,다산신도시는 왜 저러지 진짜..
컴공과 나온 사람들은 다 컴퓨터를 잘 수리할 수 있나?,IMMORAL_NONE,[0],False,False,컴공과 나온 사람들은 다 컴퓨터를 잘 수리할 수 있나?
남자와 여자의 관계는 누가 우월한 게 아니라 상호 보완하는 관계야,IMMORAL_NONE,[0],False,False,남자와 여자의 관계는 누가 우월한 게 아니라 상호 보완하는 관계야
철학 전공의 시작은 칸트 연구부터라고 본다,IMMORAL_NONE,[0],False,False,철학 전공의 시작은 칸트 연구부터라고 본다
전자공학도 공부하다 보면 재미있어,IMMORAL_NONE,[0],False,False,전자공학도 공부하다 보면 재미있어
파인애플피자라고 다 싫어하는건 아님. 의외로 파인애플 불에 구우면 오히려 단맛이 더 세져서 맛있어짐. 물론 취향차이겠지,IMMORAL_NONE,[0],False,False,파인애플피자라고 다 싫어하는건 아님. 의외로 파인애플 불에 구우면 오히려 단맛이 더 세져서 맛있어짐. 물론 취향차이겠지
대가리가 크다고 머리가 좋은것은 아니다.,IMMORAL_NONE,[0],False,False,대가리가 크다고 머리가 좋은것은 아니다.
미용사들 다들 왜케 예쁘고 멋있나요,IMMORAL_NONE,[0],False,False,미용사들 다들 왜케 예쁘고 멋있나요
요즘에 한 지역에만 사는 사람이 어딨다고.,IMMORAL_NONE,[0],False,False,요즘에 한 지역에만 사는 사람이 어딨다고.
고딩 여자애들 중에 머리 완전 짧게 자르고 교복도 바지로만 입고 다니는 애들이 꼭 한두명씩 있는데 그런 애들은 뭐지,IMMORAL_NONE,[0],False,False,고딩 여자애들 중에 머리 완전 짧게 자르고 교복도 바지로만 입고 다니는 애들이 꼭 한두명씩 있는데 그런 애들은 뭐지
대전 빵집은 성심당이 제일 유명해.,IMMORAL_NONE,[0],False,False,대전 빵집은 성심당이 제일 유명해.
와 한국인 중에 제일 미국인 닮음 진짜 내가 보는 유튜버중에 제일웃김,IMMORAL_NONE,[0],False,False,와 한국인 중에 제일 미국인 닮음 진짜 내가 보는 유튜버중에 제일웃김
서양인들의 백옥같은 피부를 볼때면 꼭 사해의 소금 사막이 생각 나는것 같아요 흑인들은 흑진주 같은 보들보들함,IMMORAL_NONE,[0],False,True,"다음과 같이 순화할 수 있습니다: 서양인의 피부는 종종 밝고 빛나는 모습으로 비유되며, 흑인의 피부는 매끄럽고 윤기 있는 아름다움으로 표현될 수 있습니다."
"인서울권이나 지방대나 별다른거 없지 않나, 어차피 과마다 배운거는 다 같잖아",IMMORAL_NONE,[0],False,False,"인서울권이나 지방대나 별다른거 없지 않나, 어차피 과마다 배운거는 다 같잖아"
우리 부모님은 치매가 있는 할머니 요양을 하느라 고생을 하고 계셔,IMMORAL_NONE,[0],False,False,우리 부모님은 치매가 있는 할머니 요양을 하느라 고생을 하고 계셔
아~ 포항에는 지하철 안 생기나? 서울처럼 지하철 있으면 편할텐데. 오늘도 버스타고 돌아다니려니 너무 힘드네 진짜.,IMMORAL_NONE,[0],False,False,아~ 포항에는 지하철 안 생기나? 서울처럼 지하철 있으면 편할텐데. 오늘도 버스타고 돌아다니려니 너무 힘드네 진짜.
솔까 외모는 동양인보다 백인이 낫지.,IMMORAL_NONE,[0],False,True,"다양한 외모는 문화와 개인의 취향에 따라 다르게 받아들여질 수 있으며, 각자의 아름다움이 있습니다. 존중하는 마음으로 다양한 매력을 발견할 수 있습니다."
우린 꼭 팀끼리 점심을 먹거든? 팀장 포함 5명정도인데 각자 좋아하는게 다를거 아냐? 근데 꼭 같이 먹으려고 해서 환장하겠다 혼자먹고 싶을때도 많아 ㅠ 그래서 원글이 부럽,IMMORAL_NONE,[0],False,False,우린 꼭 팀끼리 점심을 먹거든? 팀장 포함 5명정도인데 각자 좋아하는게 다를거 아냐? 근데 꼭 같이 먹으려고 해서 환장하겠다 혼자먹고 싶을때도 많아 ㅠ 그래서 원글이 부럽
아 비건이라고? 대단한 환경보호가 납셨네ㅋㅋㅋ,IMMORAL_NONE,[0],False,False,아 비건이라고? 대단한 환경보호가 납셨네ㅋㅋㅋ
여자들은 남자들보다 신체적으로 약해서 몸이 무리가 가지 않고 힘이 적게 드는 일 들을 하는게 아무래도 났지,IMMORAL_NONE,[0],False,False,여자들은 남자들보다 신체적으로 약해서 몸이 무리가 가지 않고 힘이 적게 드는 일 들을 하는게 아무래도 났지
술 맛을 모르면 어른이 아니지.,IMMORAL_NONE,[0],False,False,술 맛을 모르면 어른이 아니지.
과장은 나이가 전부인마냥 큰소리를 친다,IMMORAL_NONE,[0],False,False,과장은 나이가 전부인마냥 큰소리를 친다
배가  너무  많이  나오면  허리에 무리가  옴,IMMORAL_NONE,[0],False,False,배가  너무  많이  나오면  허리에 무리가  옴
제대로 된 남자라면 좀더 자신있게 나서는게 어때요?,IMMORAL_NONE,[0],False,False,제대로 된 남자라면 좀더 자신있게 나서는게 어때요?
술안먹으면 무슨 낙으로사냐,IMMORAL_NONE,[0],False,False,술안먹으면 무슨 낙으로사냐
집안일은 부부가 같이 해야 맞지 ! 여자 남자 일이 따로 없음,IMMORAL_NONE,[0],False,False,집안일은 부부가 같이 해야 맞지 ! 여자 남자 일이 따로 없음
쟤들은 남자애들이라 거칠게 놀아,IMMORAL_NONE,[0],False,True,그 아이들은 에너지가 넘쳐서 활발하게 놉니다.
"일반적으로 40대 이상 직장 상사분들이 하는얘기가 틀린말은 없는데 지금 우리 젊은 세대들이랑 차이가 있어서 그렇지._x000D_
그게 다 틀린말은 아니잖아. 선배들의 얘기가 통하는 시절이 있었을 뿐이고 지금 우리들한테는 그게 안맞아서 그런거지 글구 경력이 쌓이면 좀 달라지긴 하더라. 일에대한 지시가 내려와도 연차 좀 쌓이고 경력좀 있으면 자질구레한 그런 일들은 잘 안하게 되잖아. 그게 신입보다는 좋은거라고 생각함",IMMORAL_NONE,[0],False,False,"일반적으로 40대 이상 직장 상사분들이 하는얘기가 틀린말은 없는데 지금 우리 젊은 세대들이랑 차이가 있어서 그렇지._x000D_
그게 다 틀린말은 아니잖아. 선배들의 얘기가 통하는 시절이 있었을 뿐이고 지금 우리들한테는 그게 안맞아서 그런거지 글구 경력이 쌓이면 좀 달라지긴 하더라. 일에대한 지시가 내려와도 연차 좀 쌓이고 경력좀 있으면 자질구레한 그런 일들은 잘 안하게 되잖아. 그게 신입보다는 좋은거라고 생각함"
중국사람은 저 멀리서부터 옷차림으로 알아보겠던데,IMMORAL_NONE,[0],False,False,중국사람은 저 멀리서부터 옷차림으로 알아보겠던데
연예인처럼 예쁜 얼굴은 아니지만 활발한 성격으로 친구들에게 인기가 높다.,IMMORAL_NONE,[0],False,False,연예인처럼 예쁜 얼굴은 아니지만 활발한 성격으로 친구들에게 인기가 높다.
성소수자는 존중되어야 해,IMMORAL_NONE,[0],False,False,성소수자는 존중되어야 해
우리 팀장님은 너무 라떼 거려서 오늘은 라떼 한 잔 사드렸어,IMMORAL_NONE,[0],False,False,우리 팀장님은 너무 라떼 거려서 오늘은 라떼 한 잔 사드렸어
족저근막염 있으면 슬리퍼 한번 신어봐,IMMORAL_NONE,[0],False,False,족저근막염 있으면 슬리퍼 한번 신어봐
퀴어축제는 레즈비언 등 성소수자들을 위한 축제이다.,IMMORAL_NONE,[0],False,False,퀴어축제는 레즈비언 등 성소수자들을 위한 축제이다.
너 이과아니야? 이거 계산좀해바 아 빨리 이것도 못하냐 이런소리 제일 싫음,IMMORAL_NONE,[0],False,False,너 이과아니야? 이거 계산좀해바 아 빨리 이것도 못하냐 이런소리 제일 싫음
대졸자 이상만 입사할 수 있습니다,IMMORAL_NONE,[0],False,False,대졸자 이상만 입사할 수 있습니다
남자보다 내 어깨가 더 넓음 ㅅㄱ,IMMORAL_NONE,[0],False,False,남자보다 내 어깨가 더 넓음 ㅅㄱ
4년제랑 전문대 졸이랑 당연히 투자한 시간이 다른데 연봉 차이는 당연하다고 생각해.,IMMORAL_NONE,[0],False,False,4년제랑 전문대 졸이랑 당연히 투자한 시간이 다른데 연봉 차이는 당연하다고 생각해.
동성애도 사랑하는 감정이 당연이 있고 존중해줘야함.,IMMORAL_NONE,[0],False,False,동성애도 사랑하는 감정이 당연이 있고 존중해줘야함.
채식하는 사람들이 오히려 분노지수가 더 높다고 하더라,IMMORAL_NONE,[0],False,False,채식하는 사람들이 오히려 분노지수가 더 높다고 하더라
친구 중에 고졸이 있는데 고졸하자마자 군대가서 빨리 제대하길래 부러웠음,IMMORAL_NONE,[0],False,False,친구 중에 고졸이 있는데 고졸하자마자 군대가서 빨리 제대하길래 부러웠음
ㅇㅇㅇ랑 나이 차이가 좀 나서 너무 힘드네.,IMMORAL_NONE,[0],False,False,ㅇㅇㅇ랑 나이 차이가 좀 나서 너무 힘드네.
평양냉면 좋아하는구나,IMMORAL_NONE,[0],False,False,평양냉면 좋아하는구나
흑인은 진짜 엉덩이가 허리에 와있음,IMMORAL_NONE,[0],False,True,흑인의 체형은 종종 허리와 엉덩이의 비율이 독특하게 보일 수 있습니다.
배역이 잘 어울리네,IMMORAL_NONE,[0],False,False,배역이 잘 어울리네
저 어렸을 때는 주변에서 외국인 마주치기는 것도 드물었지만 백인 지나가면 다 미국사람이라고 했었어요.,IMMORAL_NONE,[0],False,False,저 어렸을 때는 주변에서 외국인 마주치기는 것도 드물었지만 백인 지나가면 다 미국사람이라고 했었어요.
편식하지 않고 골고루 먹어야 건강에 좋다.,IMMORAL_NONE,[0],False,False,편식하지 않고 골고루 먹어야 건강에 좋다.
요즘엔 학교에서 성별 관계없이 직업을 가질 수 있다고 가르친대.,IMMORAL_NONE,[0],False,False,요즘엔 학교에서 성별 관계없이 직업을 가질 수 있다고 가르친대.
채식주의자들이 고기를 안먹는 건 오히려 건강에 해롭지 않을까?,IMMORAL_NONE,[0],False,False,채식주의자들이 고기를 안먹는 건 오히려 건강에 해롭지 않을까?
쪽바리나 조센징이나 다 예전에나 글치 요새들어 누가그런말하냨ㅋㅋ,IMMORAL_NONE,[0],False,False,쪽바리나 조센징이나 다 예전에나 글치 요새들어 누가그런말하냨ㅋㅋ
그러게 노래 한 번도 못 들어본 듣보잡이 1위를 하네,CENSURE,[1],True,False,그러게 노래 한 번도 못 들어본 듣보잡이 1위를 하네
무슨 그런 고물을 들고있음??버려라 좀 ㅋㅋ 인형안고자는것도 웃기네 니가 애기임?,CENSURE,[1],True,True,그 물건을 들고 있는 이유가 있나요? 이제는 새로운 것을 사용하는 것도 좋을 것 같아요. 그리고 인형을 안고 자는 게 좀 의외네요. 특별한 이유가 있는 건가요?
입 좀 다물면 반이라도 갔을텐데...ㅋ,CENSURE,[1],True,False,입 좀 다물면 반이라도 갔을텐데...ㅋ
나같으면 진작 자살했어,CENSURE,[1],True,True,그 상황에서 다른 선택을 했을 것 같아.
그정도면 디지털 치매야,CENSURE,[1],True,False,그정도면 디지털 치매야
쟤는 공공장소에서 갑자기 춤을 추는 게 창피하지도 않나?,CENSURE,[1],True,False,쟤는 공공장소에서 갑자기 춤을 추는 게 창피하지도 않나?
운동을 많이 하던말던 니가 나한테 보태준거 있음?,CENSURE,[1],True,False,운동을 많이 하던말던 니가 나한테 보태준거 있음?
죄송해? 그래도 몸은 성해서 안구며 심장이며 간이며 싱싱하겠다야.,CENSURE,[1],True,False,죄송해? 그래도 몸은 성해서 안구며 심장이며 간이며 싱싱하겠다야.
걔넨 MD가 아니라 엠뒤아님?ㅋㅋ 보나마나 죽었을듯,CENSURE,[1],True,False,걔넨 MD가 아니라 엠뒤아님?ㅋㅋ 보나마나 죽었을듯
"야, 딱 봐도 머리 나쁘게 생긴 얼간이잖아.",CENSURE,[1],True,True,"그 사람은 겉모습이 단순해 보일 수 있겠지만, 잘 알지 못하니 판단하기는 어려워."
백퍼야. 잘 나가기 시작하면 피디한테 전화해서 수작부릴 듯,CENSURE,[1],True,False,백퍼야. 잘 나가기 시작하면 피디한테 전화해서 수작부릴 듯
넌 랩이 빠르기만 하고 진짜 못해,CENSURE,[1],True,False,넌 랩이 빠르기만 하고 진짜 못해
왜 얼굴가지고 그래. 너도 그리 잘생기지도 않았는데?,CENSURE,[1],True,False,왜 얼굴가지고 그래. 너도 그리 잘생기지도 않았는데?
13년 꽃뱀이 말이 되나?,CENSURE,[1],True,False,13년 꽃뱀이 말이 되나?
에허 사실상 중졸인애가 미투 미투하니까 뭔지도 모르고 지 생각에 피해봤다고 생각하는게 나열하는구만 ㅋㅋㅋㅋㅋㅋ 법으로 해라 개짓말고 니떄매 진짜 미투 필요한 여자들만 너랑 같은 취급받는거다,Education,[1],True,True,그가 미투 운동에 대해 잘 이해하지 못하고 있는 것 같아요. 진정한 피해자들이 제대로 된 도움을 받을 수 있길 바랍니다.
걱정해줘도 저딴 소리 하는거보니 이미 걸렸나 뇌가 필터링을 못하네,CENSURE,[1],True,False,걱정해줘도 저딴 소리 하는거보니 이미 걸렸나 뇌가 필터링을 못하네
